Event ID,Ticket ID,Ticket Type,Ticket Price,Ticket Availability,Ticket Sales Start Date,Ticket Sales End Date,Attendee Name,Attendee Contact Information,Attendee Age,Attendee Gender,Attendee Location,Check-in Status,Event Name,Event Type,Event Date,Event Time,Event Description,Event Organizer,Event Duration
3,3556,General,5500,44,7/8/2024,9/29/2024,Jacob Beck,bradleyshawna@example.com,24,Female,East Jenniferton,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
1,9059,General,5000,266,7/13/2024,8/1/2024,Michael Arnold,sbrown@example.com,51,Female,Lake Hailey,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
3,5395,Pre Sold,4500,493,7/23/2024,10/2/2024,Harry Hill,kyle20@example.org,67,Male,South Leslie,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
8,2745,Pre Sold,7500,281,8/24/2024,9/20/2024,Joshua Wood,skinnertammy@example.org,59,Female,Kington,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
6,4790,General,7500,283,8/20/2024,9/26/2024,Adriana Blanchard,hooperjoshua@example.com,27,Female,Jamesstad,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
6,8209,General,7500,328,8/18/2024,8/25/2024,Mr. Anthony Bray,flemingbruce@example.org,53,Male,North Michael,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
6,6406,Pre Sold,6500,407,9/1/2024,10/1/2024,Dr. Thomas Berger,steven06@example.com,47,Male,Brettport,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
4,6327,General,6000,207,8/15/2024,9/3/2024,Julie Johnson,hodonnell@example.org,65,Female,West Jeffrey,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
6,3052,VIP,9500,384,7/21/2024,8/26/2024,Richard Davis,markdudley@example.net,52,Male,New Todd,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
2,7776,General,6500,187,7/31/2024,9/27/2024,Nathan Hernandez,langtara@example.net,50,Female,Ritterstad,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
1,6236,Pre Sold,4000,438,8/18/2024,8/26/2024,Corey Clay,hartsteven@example.net,24,Female,Oconnorton,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
7,9307,Pre Sold,3000,329,8/11/2024,8/12/2024,Dr. Amanda Smith,christopher85@example.net,46,Female,North Erinshire,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
3,8942,General,5500,448,8/27/2024,9/26/2024,Cynthia Ellis,arthur88@example.com,39,Female,Fosterstad,Not Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
6,8682,VIP,9500,450,8/22/2024,8/31/2024,Annette Baxter,zdavidson@example.com,45,Female,Normanport,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
2,8815,VIP,8500,483,8/17/2024,8/30/2024,Elizabeth Brown,davidrichardson@example.com,62,Male,Port Brandychester,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
4,2659,VIP,9000,30,7/8/2024,9/13/2024,Ryan Phillips,jonestricia@example.net,56,Male,Rachelchester,Not Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
1,8425,General,5000,20,8/28/2024,8/30/2024,Christina Buck,fulleramanda@example.net,23,Female,Lindseyside,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
5,6499,General,3000,404,7/14/2024,8/21/2024,Sarah Harmon,michelleroman@example.org,67,Male,Lake Taylor,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
6,2705,General,7500,405,7/14/2024,7/22/2024,Clarence Park,martincrosby@example.org,43,Female,New Amberside,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
2,3304,Pre Sold,5500,334,7/11/2024,8/13/2024,Bobby Hall,michaelcunningham@example.net,21,Male,Port Kennethfort,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
7,3315,Pre Sold,3000,94,8/11/2024,9/11/2024,Kimberly Harrison,hbradley@example.com,52,Male,Port Johnside,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
5,8328,Pre Sold,2000,245,8/24/2024,9/28/2024,Donna Gonzalez,jennifer90@example.com,47,Male,Lake Beth,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
8,7874,General,8500,148,8/1/2024,8/11/2024,James Brown,shawn65@example.org,65,Male,North Laura,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
1,6840,Pre Sold,4000,326,8/31/2024,9/26/2024,Brittany Park,robert53@example.org,67,Female,Lake Michael,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
6,4713,General,7500,214,7/24/2024,9/4/2024,Crystal Scott,christopher10@example.org,24,Male,South Mackenziemouth,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
4,2604,Pre Sold,5000,125,9/1/2024,9/27/2024,Becky Nguyen,archerallison@example.org,52,Female,Aaronberg,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
7,5699,General,4000,188,7/10/2024,9/13/2024,Timothy Goodman,selena29@example.net,47,Female,South Brandistad,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
7,9067,VIP,7000,135,7/5/2024,7/27/2024,Dominic Gray,donaldmorales@example.net,38,Male,Harrisfurt,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
8,2715,Pre Sold,7500,480,8/21/2024,8/27/2024,Mark Crane,amy58@example.com,56,Female,Ginafurt,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
8,4452,General,8500,55,7/31/2024,8/12/2024,Eric Weeks,jeromereid@example.com,32,Female,Estradaside,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
1,5235,General,5000,265,7/27/2024,8/2/2024,Carl Rodriguez,angela01@example.com,20,Female,Lake Christopherhaven,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
6,2798,General,7500,70,9/2/2024,9/11/2024,Logan Austin,rsteele@example.org,33,Male,Fostermouth,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
1,8821,VIP,8000,23,7/14/2024,7/14/2024,Nicolas Lee,jeremyblack@example.com,39,Female,North Ericshire,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
5,9124,Pre Sold,2000,169,7/17/2024,8/24/2024,Barry Anderson,kimberlygay@example.com,30,Female,Kingfurt,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
3,2584,General,5500,357,7/26/2024,9/2/2024,Mark Turner,paulbrown@example.org,46,Male,Port Mark,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
2,5882,VIP,8500,246,8/3/2024,9/2/2024,Amy Owens,curtisharvey@example.com,29,Female,Jennifertown,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
1,9192,General,5000,88,7/29/2024,8/4/2024,Lindsey Mcgrath,mhenderson@example.net,36,Male,Port Michaelside,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
1,8893,General,5000,319,8/7/2024,8/11/2024,Angel Campbell,estessara@example.org,47,Female,Lake Brandon,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
3,6750,General,5500,193,8/5/2024,9/15/2024,Michael Boyer,brownmitchell@example.com,44,Male,Pageland,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
7,7243,Pre Sold,3000,347,8/19/2024,8/20/2024,Richard Fuentes,frussell@example.com,46,Female,Andrewmouth,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
6,3141,Pre Sold,6500,415,7/19/2024,8/13/2024,John Smith,nbaker@example.org,48,Female,Port Cassandra,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
6,9119,Pre Sold,6500,349,8/3/2024,9/12/2024,James Lyons,micheleerickson@example.net,55,Female,Dawnton,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
8,5883,VIP,10000,314,7/10/2024,8/7/2024,Jeffrey Boyd,richardroberts@example.org,39,Male,East Edwardshire,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
1,6136,Pre Sold,4000,141,7/11/2024,7/13/2024,Lauren Nguyen,cjohnson@example.org,26,Male,Stephanietown,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
3,4122,General,5500,298,7/8/2024,7/21/2024,Jason Robinson,lindsayscott@example.net,68,Male,Ryanville,Not Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
3,4231,Pre Sold,4500,151,7/27/2024,9/21/2024,Stephanie Adams,angelajohnson@example.org,62,Male,South Lisa,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
6,5400,General,7500,324,8/22/2024,9/19/2024,David Rodriguez,edwardsmary@example.net,29,Male,New Andreastad,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
7,3269,VIP,7000,53,8/31/2024,9/19/2024,Jeremy French,bethanysanchez@example.org,52,Male,Heatherton,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
6,6281,General,7500,352,8/19/2024,8/27/2024,Mariah Meadows,pwilcox@example.net,69,Female,Lake John,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
4,5561,VIP,9000,220,7/23/2024,8/12/2024,Henry Garcia,villarrealronald@example.net,19,Female,Stevenstad,Not Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
6,3725,General,7500,372,8/29/2024,9/21/2024,Jacob Murphy,tiffanyserrano@example.net,23,Female,North Jamie,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
8,8137,Pre Sold,7500,141,9/1/2024,10/2/2024,Kerri Simmons,bishopdiane@example.org,21,Female,East Ryan,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
6,4220,Pre Sold,6500,458,7/23/2024,8/10/2024,Jeffrey Hayes,wflores@example.com,60,Male,Edwardsfurt,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
2,3614,VIP,8500,181,9/2/2024,9/6/2024,Ruth Keith,monicawilliams@example.org,56,Male,Bellton,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
2,4189,General,6500,81,8/6/2024,9/18/2024,Brent Benson,steventorres@example.com,20,Male,East James,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
8,6308,General,8500,333,7/26/2024,9/24/2024,David Oconnor,igonzalez@example.com,58,Female,Lake Katherine,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
2,6659,VIP,8500,290,8/10/2024,9/6/2024,Richard Miller,ramosmichael@example.org,68,Female,Nancyview,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
2,8409,Pre Sold,5500,391,8/19/2024,8/31/2024,Adam Carter,barbara86@example.net,69,Male,Jaredmouth,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
1,5636,General,5000,149,8/12/2024,9/27/2024,Candice Sandoval,davidsonjoshua@example.org,55,Female,South Howard,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
3,8084,VIP,7500,395,8/25/2024,8/26/2024,Mr. Alvin Moore,joseph68@example.net,45,Female,Stewartberg,Not Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
7,3261,Pre Sold,3000,11,7/23/2024,9/20/2024,Christopher Bridges,lewismeghan@example.com,54,Male,Lake Alan,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
1,4588,VIP,8000,364,8/6/2024,9/5/2024,Brian Dunn,xtrevino@example.org,24,Female,West Sean,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
2,7633,General,6500,231,8/14/2024,9/18/2024,Benjamin Conner,andrea76@example.net,50,Male,Stevenchester,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
6,8643,Pre Sold,6500,104,8/3/2024,9/23/2024,Jessica Wells,obell@example.com,52,Female,Taylorfort,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
6,6026,Pre Sold,6500,490,8/16/2024,8/26/2024,John Robertson,qhart@example.org,50,Male,Brycemouth,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
1,4853,Pre Sold,4000,348,8/6/2024,8/10/2024,Francisco Smith,sharontorres@example.com,28,Female,North Kevin,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
6,4135,General,7500,192,7/25/2024,7/25/2024,Andrew Pacheco,bentonmark@example.org,23,Male,Carlostown,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
